testValue,time,trainValue,prediction
27.298000000000002,2016-03-01 00:00:00,27.298000000000002,33.17723255172361
176.81799999999998,2016-03-01 01:00:00,176.81799999999998,73.39672388226212
137.341,2016-03-01 02:00:00,137.341,79.22682718434287
116.53200000000001,2016-03-01 03:00:00,116.53200000000001,80.00538667576764
84.029,2016-03-01 04:00:00,84.029,58.877900803262065
54.508,2016-03-01 05:00:00,54.508,37.20095551889724
23.653000000000002,2016-03-01 06:00:00,23.653000000000002,22.99572889933725
21.27,2016-03-01 07:00:00,21.27,19.476489008493946
12.283,2016-03-01 08:00:00,12.283,21.947777727195504
21.433000000000003,2016-03-01 09:00:00,21.433000000000003,33.04576831209113
16.359,2016-03-01 10:00:00,16.359,20.2122376199598
22.109,2016-03-01 11:00:00,22.109,23.50595272781277
24.633000000000003,2016-03-01 12:00:00,24.633000000000003,33.4997254291234
16.869,2016-03-01 13:00:00,16.869,33.44891092648037
19.964000000000002,2016-03-01 14:00:00,19.964000000000002,40.7452564488347
27.226,2016-03-01 15:00:00,27.226,50.43958968450099
21.289,2016-03-01 16:00:00,21.289,33.66002445798688
13.712,2016-03-01 17:00:00,13.712,30.504873681104865
14.914000000000001,2016-03-01 18:00:00,14.914000000000001,28.612726122714093
14.902000000000001,2016-03-01 19:00:00,14.902000000000001,29.839885290799785
18.837,2016-03-01 20:00:00,18.837,19.46078797921867
28.119,2016-03-01 21:00:00,28.119,17.368412713025467
20.42,2016-03-01 22:00:00,20.42,21.245775950200674
16.541,2016-03-01 23:00:00,16.541,28.664841255427692
22.875999999999998,2016-03-02 00:00:00,22.875999999999998,40.32695372175086
167.044,2016-03-02 01:00:00,167.044,97.16024920835534
149.85399999999998,2016-03-02 02:00:00,149.85399999999998,88.46458078047569
113.38799999999999,2016-03-02 03:00:00,113.38799999999999,79.53857509366658
70.66,2016-03-02 04:00:00,70.66,60.628434066022585
29.313000000000002,2016-03-02 05:00:00,29.313000000000002,39.650467679826605
13.620999999999999,2016-03-02 06:00:00,13.620999999999999,20.73753382170003
11.411,2016-03-02 07:00:00,11.411,15.206855842798173
5.605,2016-03-02 08:00:00,5.605,19.63020550784415
4.0169999999999995,2016-03-02 09:00:00,4.0169999999999995,30.63249974405469
8.97,2016-03-02 10:00:00,8.97,10.637882900361092
8.999,2016-03-02 11:00:00,8.999,14.974650379482496
8.683,2016-03-02 12:00:00,8.683,19.049188395643192
39.493,2016-03-02 13:00:00,39.493,11.025078677774406
29.729,2016-03-02 14:00:00,29.729,16.485213545574773
38.896,2016-03-02 15:00:00,38.896,22.466991675565502
28.298000000000002,2016-03-02 16:00:00,28.298000000000002,7.456582432457026
24.226999999999997,2016-03-02 17:00:00,24.226999999999997,22.25005332289851
5.254,2016-03-02 18:00:00,5.254,26.818315238806637
8.927,2016-03-02 19:00:00,8.927,28.133406734124993
17.35,2016-03-02 20:00:00,17.35,13.385886201478794
34.861999999999995,2016-03-02 21:00:00,34.861999999999995,13.568340988050346
21.781999999999996,2016-03-02 22:00:00,21.781999999999996,22.13957457665408
9.722999999999999,2016-03-02 23:00:00,9.722999999999999,29.976242826467868
17.621,2016-03-03 00:00:00,17.621,39.26263156801936
153.5,2016-03-03 01:00:00,153.5,116.91682932719706
143.903,2016-03-03 02:00:00,143.903,119.74885156321318
106.47200000000001,2016-03-03 03:00:00,106.47200000000001,97.56565862804658
65.535,2016-03-03 04:00:00,65.535,72.06289374887879
38.756,2016-03-03 05:00:00,38.756,43.95461874695789
17.115,2016-03-03 06:00:00,17.115,15.257937665192543
13.749,2016-03-03 07:00:00,13.749,12.775133497758702
8.008,2016-03-03 08:00:00,8.008,11.059634240995441
10.059,2016-03-03 09:00:00,10.059,24.543779556444164
11.948,2016-03-03 10:00:00,11.948,8.280082282239388
6.974,2016-03-03 11:00:00,6.974,9.112935793063645
4.7669999999999995,2016-03-03 12:00:00,4.7669999999999995,13.709272623852918
10.934000000000001,2016-03-03 13:00:00,10.934000000000001,19.73409450311771
28.933000000000003,2016-03-03 14:00:00,28.933000000000003,25.724708012824497
40.75,2016-03-03 15:00:00,40.75,31.511139751225176
24.677,2016-03-03 16:00:00,24.677,10.795918763865032
18.075,2016-03-03 17:00:00,18.075,24.65710012715588
18.391,2016-03-03 18:00:00,18.391,33.02140433461779
29.18,2016-03-03 19:00:00,29.18,33.00674494858226
42.36600000000001,2016-03-03 20:00:00,42.36600000000001,13.508937671601757
29.424,2016-03-03 21:00:00,29.424,11.409330142146796
29.444000000000003,2016-03-03 22:00:00,29.444000000000003,17.18472534078465
19.601,2016-03-03 23:00:00,19.601,31.105144718171402
24.726,2016-03-04 00:00:00,24.726,42.864486884830185
120.62,2016-03-04 01:00:00,120.62,109.0322356582026
132.023,2016-03-04 02:00:00,132.023,113.90337704036948
112.449,2016-03-04 03:00:00,112.449,103.36950696607276
72.457,2016-03-04 04:00:00,72.457,77.46015117502873
46.452,2016-03-04 05:00:00,46.452,44.07756279052222
29.834,2016-03-04 06:00:00,29.834,15.766029722977407
16.404,2016-03-04 07:00:00,16.404,23.086879635927453
4.806,2016-03-04 08:00:00,4.806,22.03335295772759
8.238,2016-03-04 09:00:00,8.238,26.670368200701574
27.967,2016-03-04 10:00:00,27.967,7.207534332731967
10.447000000000001,2016-03-04 11:00:00,10.447000000000001,8.210059174559984
13.637,2016-03-04 12:00:00,13.637,9.135219583840163
21.548000000000002,2016-03-04 13:00:00,21.548000000000002,5.9191632645707415
31.214000000000002,2016-03-04 14:00:00,31.214000000000002,19.537448251805742
